,Titulo,objetivo
5056,Boyka: Undisputed,"MovieScottAdkins,TeodoraDuhovnikova,AlonAboutboul,JulianVergov,BrahimAchabbakhe,PaulChahidi,PetioPetkov,ValentinGanev,VladoMihailovTodorChapkanovBulgaria,UnitedStatesAction&Adventure90minAction&AdventureAugAugRThursday"
5057,Clash of the Titans,"MovieSamWorthington,LiamNeeson,RalphFiennes,JasonFlemyng,GemmaArterton,AlexaDavalos,TineStapelfeldt,MadsMikkelsen,LukeEvansLouisLeterrierUnitedStates,UnitedKingdom,AustraliaAction&Adventure,Sci-Fi&Fantasy106minAction&Adventure,Sci-Fi&FantasyAugAugPG-13Thursday"
5058,Darna Mana Hai,"MovieAftabShivdasani,AntaraMali,BomanIrani,IshaKoppikar,NanaPatekar,RaghuvirYadav,RajpalYadav,Revathy,SaifAliKhan,SameeraReddy,SanjayKapoor,ShilpaShetty,SohailKhan,VivekOberoiPrawalRamanIndiaHorrorMovies,InternationalMovies,Thrillers116minHorrorMovies,InternationalMovies,ThrillersAugAugTV-MAThursday"
5059,Ek Hasina Thi,"MovieSaifAliKhan,UrmilaMatondkar,SeemaBiswas,PratimaKazmi,AdityaSrivastava,RasikaJoshi,MadanJoshi,SeemaAdhikariSriramRaghavanIndiaDramas,InternationalMovies,Thrillers134minDramas,InternationalMovies,ThrillersAugAugTV-MAThursday"
5060,Ferrari Ki Sawaari,"MovieSharmanJoshi,BomanIrani,RitwikSahore,PareshRawal,DeepakShirke,SatyadeepMisra,AakashDabhade,NileshDiwekar,VidyaBalanRajeshMapuskarIndiaComedies,InternationalMovies,SportsMovies133minComedies,InternationalMovies,SportsMoviesAugAugTV-PGThursday"
5061,Four Weddings and a Funeral,"MovieHughGrant,AndieMacDowell,JamesFleet,SimonCallow,JohnHannah,KristinScottThomas,DavidBower,CharlotteColeman,DavidHaig,RowanAtkinson,SophieThompson,AnnaChancellor,CorinRedgraveMikeNewellUnitedKingdomClassicMovies,Comedies,InternationalMovies118minClassicMovies,Comedies,InternationalMoviesAugAugRThursday"
5062,Horns,"MovieDanielRadcliffe,JunoTemple,MaxMinghella,JoeAnderson,KelliGarner,HeatherGraham,DavidMorse,KathleenQuinlan,JamesRemarAlexandreAjaUnitedStates,CanadaDramas,HorrorMovies,Sci-Fi&Fantasy120minDramas,HorrorMovies,Sci-Fi&FantasyAugAugRThursday"
5063,Jackie Brown,"MoviePamGrier,SamuelL.Jackson,RobertForster,BridgetFonda,MichaelKeaton,RobertDeNiro,MichaelBowen,ChrisTucker,LisaGayHamilton,Tommy'Tiny'Lister,HattieWinston,SidHaigQuentinTarantinoUnitedStatesDramas,Thrillers154minDramas,ThrillersAugAugRThursday"
5064,Jupiter Ascending,"MovieMilaKunis,ChanningTatum,SeanBean,EddieRedmayne,DouglasBooth,TuppenceMiddleton,NikkiAmuka-Bird,ChristinaCole,JamesD'Arcy,GuguMbatha-RawLanaWachowski,LillyWachowskiUnitedStates,AustraliaAction&Adventure,Sci-Fi&Fantasy128minAction&Adventure,Sci-Fi&FantasyAugAugPG-13Thursday"
5065,Khaani,"TV ShowFerozeKhan,SanaJaved,MehmoodAslam,SamanAnsari,QaviKhan,SalmaHasan,RashidFarooqi,MuhammadMubarikAliDiretorDesconhecidoPakistanCrimeTVShows,InternationalTVShows,RomanticTVShows1SeasonCrimeTVShows,InternationalTVShows,RomanticTVShowsAugAugTV-14Thursday"
5066,Last Knights,"MovieCliveOwen,MorganFreeman,CliffCurtis,AkselHennie,PeymanMoaadi,AyeletZurer,ShohrehAghdashloo,TsuyoshiIhara,AhnSung-keeKazuakiKiriyaUnitedKingdom,SouthKoreaAction&Adventure115minAction&AdventureAugAugRThursday"
5067,Manu,"MovieRajaGoutham,ChandiniChowdary,BommaSreedhar,JohnKottoly,SrikanthMullagiri,RaviTejaPhanindraNarsettiIndiaDramas,IndependentMovies,InternationalMovies177minDramas,IndependentMovies,InternationalMoviesAugAugTV-MAThursday"
5068,MI-5,"MoviePeterFirth,KitHarington,JenniferEhle,ElyesGabel,EleanorMatsuura,TimMcInnerny,LaraPulver,DavidHarewood,TuppenceMiddletonBharatNalluriUnitedKingdomAction&Adventure,Dramas,InternationalMovies105minAction&Adventure,Dramas,InternationalMoviesAugAugRThursday"
5069,Panic Room,"MovieJodieFoster,ForestWhitaker,DwightYoakam,JaredLeto,KristenStewart,AnnMagnuson,IanBuchanan,PatrickBauchau,PaulSchulzeDavidFincherUnitedStatesThrillers112minThrillersAugAugRThursday"
5070,Regiment Diaries,"TV ShowElencoDesconhecidoDiretorDesconhecidoIndiaDocuseries,InternationalTVShows1SeasonDocuseries,InternationalTVShowsAugAugTV-14Thursday"
5071,Rocky,"MovieSylvesterStallone,TaliaShire,BurtYoung,CarlWeathers,BurgessMeredith,ThayerDavid,JoeSpinell,JimmyGambina,BillBaldwinJohnG.AvildsenUnitedStatesAction&Adventure,ClassicMovies,Dramas120minAction&Adventure,ClassicMovies,DramasAugAugPGThursday"
5072,Rocky II,"MovieSylvesterStallone,TaliaShire,BurtYoung,CarlWeathers,BurgessMeredith,TonyBurton,JoeSpinell,LeonardGaines,JohnPleshette,SylviaMealsSylvesterStalloneUnitedStatesDramas,SportsMovies119minDramas,SportsMoviesAugAugPGThursday"
5073,Rocky III,"MovieSylvesterStallone,TaliaShire,BurtYoung,CarlWeathers,BurgessMeredith,TonyBurton,Mr.T,HulkHogan,IanFriedSylvesterStalloneUnitedStatesDramas,SportsMovies100minDramas,SportsMoviesAugAugPGThursday"
5074,Rocky IV,"MovieSylvesterStallone,TaliaShire,BurtYoung,CarlWeathers,DolphLundgren,BrigitteNielsen,TonyBurton,MichaelPatakiSylvesterStalloneUnitedStatesDramas,SportsMovies92minDramas,SportsMoviesAugAugPGThursday"
5075,Rocky V,"MovieSylvesterStallone,TaliaShire,BurtYoung,RichardGant,TommyMorrison,SageStallone,BurgessMeredith,TonyBurtonJohnG.AvildsenUnitedStatesDramas,SportsMovies104minDramas,SportsMoviesAugAugPG-13Thursday"
5076,Rumor Has It,"MovieJenniferAniston,KevinCostner,ShirleyMacLaine,MarkRuffalo,RichardJenkins,ChristopherMcDonald,SteveSandvoss,MenaSuvari,MikeVogelRobReinerUnitedStates,Germany,AustraliaComedies,RomanticMovies97minComedies,RomanticMoviesAugAugPG-13Thursday"
5077,Running Out Of Time,"MovieTashaSmith,RonReacoLee,TelmaHopkins,SydneyEliseJohnson,SeanDominic,DustinHarnish,PaulLogan,KeariaSchroeder,MichaelToland,AntonPeeplesChrisStokesUnitedStatesThrillers88minThrillersAugAugTV-14Thursday"
5078,Sleepless Society: Nyctophobia,"TV ShowChermarnBoonyasak,NattapatNimjirawat,JasonYoung,MatthewDeaneChanthavanij,InthiraCharoenpura,NatharineeKanasootDiretorDesconhecidoThailandInternationalTVShows,TVMysteries,TVThrillers1SeasonInternationalTVShows,TVMysteries,TVThrillersAugAugTV-MAThursday"
5079,Something's Gotta Give,"MovieJackNicholson,DianeKeaton,KeanuReeves,FrancesMcDormand,AmandaPeet,JonFavreau,PaulMichaelGlaser,RachelTicotinNancyMeyersUnitedStatesComedies,RomanticMovies128minComedies,RomanticMoviesAugAugPG-13Thursday"
5080,Space Cowboys,"MovieClintEastwood,TommyLeeJones,DonaldSutherland,JamesGarner,JamesCromwell,MarciaGayHarden,WilliamDevane,LorenDean,CourtneyB.Vance,RadeSerbedzija,BarbaraBabcock,BlairBrownClintEastwoodUnitedStatesAction&Adventure,Dramas,Sci-Fi&Fantasy130minAction&Adventure,Dramas,Sci-Fi&FantasyAugAugPG-13Thursday"
5081,The Chefs' Line,"TV ShowDanHong,MarkOlive,MelissaLeong,MaeveO'MearaDiretorDesconhecidoAustraliaInternationalTVShows,RealityTV1SeasonInternationalTVShows,RealityTVAugAugTV-14Thursday"
5082,"To Wong Foo, Thanks for Everything! Julie Newmar","MoviePatrickSwayze,WesleySnipes,JohnLeguizamo,StockardChanning,BlytheDanner,ArlissHoward,JasonLondon,ChrisPenn,MelindaDillon,BethGrant,AliceDrummond,MarcelineHugot,MichaelVartan,RuPaulCharles,JulieNewmarBeebanKidronUnitedStatesComedies,CultMovies,LGBTQMovies108minComedies,CultMovies,LGBTQMoviesAugAugPG-13Thursday"
5083,Wazir,"MovieAmitabhBachchan,FarhanAkhtar,AditiRaoHydari,ManavKaul,NeilNitinMukesh,JohnAbrahamBejoyNambiarIndiaDramas,InternationalMovies,Thrillers98minDramas,InternationalMovies,ThrillersAugAugTV-MAThursday"
5084,White Chamber,"MovieShaunaMacDonald,OdedFehr,AmritaAcharia,SharonMaughan,NicholasFarrell,CandisNergaard,MarcusGriffiths,AdriannaEdwards,SumitChakravarti,LisaReynoldsPaulRaschidUnitedKingdomSci-Fi&Fantasy,Thrillers89minSci-Fi&Fantasy,ThrillersAugAugTV-MAThursday"
5085,Bean: The Ultimate Disaster Movie,"MovieRowanAtkinson,PeterMacNicol,JohnMills,PamelaReed,HarrisYulin,BurtReynolds,LarryDrake,DannyGoldring,JohnnyGalecki,ChrisEllis,AndrewLawrence,PeterEgan,PeterCapaldi,JuneBrown,PeterJames,SandraOhMelSmithUnitedKingdom,UnitedStatesComedies,InternationalMovies89minComedies,InternationalMoviesAugAugPG-13Wednesday"
5086,Becoming Champions,"TV ShowElencoDesconhecidoDiretorDesconhecidoMexicoDocuseries,InternationalTVShows1SeasonDocuseries,InternationalTVShowsAugAugTV-GWednesday"
5087,Being Napoleon,"MovieMarkSchneider,FrankSamsonJesseHandsher,OlivierRolandUnitedStatesDocumentaries88minDocumentariesAugAugTV-14Wednesday"
5088,Casino Tycoon,"MovieWongJingWongJingHongKongAction&Adventure,Dramas,InternationalMovies125minAction&Adventure,Dramas,InternationalMoviesAugAugTV-MAWednesday"
5089,Chernobyl Diaries,"MovieIngridBolsøBerdal,DimitriDiatchenko,OliviaTaylorDudley,DevinKelley,JesseMcCartney,NathanPhillips,JonathanSadowski,AlexFeldman,KristofKonrad,PashaD.LychnikoffBradleyParkerUnitedStatesHorrorMovies,Thrillers88minHorrorMovies,ThrillersAugAugRWednesday"
5090,Doubles Cause Troubles,"MovieCarol'DoDo'Cheng,MaggieCheung,WilsonLam,ChanPak-cheung,CharlieCho,TomPoon,KwanMing-yuk,HonYee-Sang,ShermanWong,LoFanWongJingHongKongAction&Adventure,Comedies,InternationalMovies94minAction&Adventure,Comedies,InternationalMoviesAugAugTV-14Wednesday"
5091,Flock of Four,"MovieBraedenLemasters,IsaacJay,UriahShelton,DylanRileySnyder,CocoJones,ShaneHarper,NadjiJeter,ConnorPaolo,GatlinGreen,RegE.CatheyGregoryCarusoUnitedStatesDramas,IndependentMovies,Music&Musicals83minDramas,IndependentMovies,Music&MusicalsAugAugTV-MAWednesday"
5092,Hero,"MovieTakeshiKaneshiro,YuenBiao,ValerieChow,JessicaHesterHsuan,TakYuen,WahYuen,CoreyYuenCoreyYuenHongKong,ChinaAction&Adventure,InternationalMovies89minAction&Adventure,InternationalMoviesAugAugTV-MAWednesday"
5093,History of Joy,"MovieVishnuVinay,VinayForrt,Saikumar,JojuGeorge,Nobi,Sreekumar,Nandu,SunilSukhadaVishnuGovindhanIndiaDramas,InternationalMovies118minDramas,InternationalMoviesAugAugTV-14Wednesday"
5094,Initial D,"MovieJayChou,AnneSuzuki,EdisonChen,AnthonyWongChau-Sang,ShawnYue,ChapmanTo,JordanChan,KennyBeeAndrewLauWai-Keung,AlanMakChina,HongKongAction&Adventure,InternationalMovies109minAction&Adventure,InternationalMoviesAugAugTV-14Wednesday"
5095,Invisible,"MovieMoraArenillas,MaraBestelli,DiegoCremonesiPabloGiorgelliArgentina,FranceDramas,IndependentMovies,InternationalMovies87minDramas,IndependentMovies,InternationalMoviesAugAugTV-MAWednesday"
5096,Kaaliyan,"MovieTiniTom,Meghanathan,BalachandranChullikadu,ShivajiGuruvayoor,KottayamPurushan,NithinGeorge,GraceAntony,ShaluJijoPancodePaisDesconhecidoDramas,InternationalMovies105minDramas,InternationalMoviesAugAugTV-14Wednesday"
5097,Kung Fu Magoo,"MovieDylanSprouse,ColeSprouse,AlysonStoner,TomKenny,ChrisParnell,RodgerBumpass,MaileFlanagan,WallyWingert,CandiMilo,JimWardAndrésCouturierMexico,UnitedStatesChildren&FamilyMovies,Comedies79minChildren&FamilyMovies,ComediesAugAugTV-Y7Wednesday"
5098,Kuppivala,"MovieNandu,KochuPreman,Jayakrishnan,MohanAyroor,M.R.Gopakumar,Shanawas,AdoorAjayan,DineshPanickerSureshPillaiPaisDesconhecidoDramas,InternationalMovies,RomanticMovies133minDramas,InternationalMovies,RomanticMoviesAugAugTV-14Wednesday"
5099,Lechmi,"MovieParvathyRatheesh,BijuSopanam,SethulekshmiAmma,MollyAngamalyB.N.ShajeerShaIndiaComedies,HorrorMovies,InternationalMovies147minComedies,HorrorMovies,InternationalMoviesAugAugTV-14Wednesday"
5100,Little Dragon Maiden,"MovieLeslieCheung,Jing-JingYung,ChenKuan-tai,LeanneLiu,TannyTienNiHuaShanHongKongAction&Adventure,InternationalMovies,RomanticMovies92minAction&Adventure,InternationalMovies,RomanticMoviesAugAugTV-14Wednesday"
5101,Los tiempos de Pablo Escobar,"TV ShowElencoDesconhecidoAlessandroAnguloColombiaCrimeTVShows,Docuseries,InternationalTVShows1SeasonCrimeTVShows,Docuseries,InternationalTVShowsAugAugTV-MAWednesday"
5102,Love In A Puff,"MovieMiriamChinWahYeung,ShawnYue,SinghHartihanBitto,YatNingChan,Tat-MingCheung,MattChow,ChuiTien-you,QueenieChu,CharmaineFong,VincentKokPangHo-cheungHongKongComedies,Dramas,InternationalMovies103minComedies,Dramas,InternationalMoviesAugAugTV-MAWednesday"
5103,Mahabharat,"MovieAmitabhBachchan,AjayDevgn,VidyaBalan,ShatrughanSinha,SunnyDeol,AnilKapoor,ManojBajpayee,JackieShroff,AnupamKher,DeeptiNavalAmaanKhanIndiaAction&Adventure,Dramas,InternationalMovies119minAction&Adventure,Dramas,InternationalMoviesAugAugTV-14Wednesday"
5104,Mater,"MovieLautaroPerotti,TamaraKiper,IndaLavalle,MiriamOdorico,AraceliDvoskin,GonzaloRuiz,PatricioAranguren,MarinaBellati,LucianaFuks,MartinSlipakPabloD'AloAbbaArgentinaDramas,IndependentMovies,InternationalMovies80minDramas,IndependentMovies,InternationalMoviesAugAugTV-MAWednesday"
5105,Melle,"MovieAmithChakalakkal,ThanujaKarthik,JoyMathew,JojuGeorge,KrishnaPrabha,AmbikaMohan,P.Balachandran,IllikkettNamboothiriBinuUlahhannanIndiaDramas,InternationalMovies,RomanticMovies110minDramas,InternationalMovies,RomanticMoviesAugAugTV-PGWednesday"
5106,Minnaminugu the FireFly,"MovieSurabhiLakshmi,KrishnanBalakrishnan,RebeccaSanthosh,PremPrakash,ArchanaPadminiAnilThomasIndiaDramas,InternationalMovies128minDramas,InternationalMoviesAugAugTV-PGWednesday"
5107,Mythily Veendum Varunnu,"MovieUdhay,KiranRaj,I.M.Vijayan,Sandhanam,ShivaniBhai,SangeethaBalanSabuVargheseIndiaHorrorMovies,InternationalMovies88minHorrorMovies,InternationalMoviesAugAugTV-14Wednesday"
5108,Once In A Lifetime Sessions with Moby,"MovieMoby,AlexCohenMattAskemPaisDesconhecidoDocumentaries,Music&Musicals86minDocumentaries,Music&MusicalsAugAugTV-PGWednesday"
5109,Once In A Lifetime Sessions with Nile Rodgers,"MovieNileRodgersCharlieLighteningPaisDesconhecidoDocumentaries,Music&Musicals70minDocumentaries,Music&MusicalsAugAugTV-PGWednesday"
5110,Once In A Lifetime Sessions with Noel Gallagher,"MovieNoelGallagherCharlieLighteningPaisDesconhecidoDocumentaries,Music&Musicals66minDocumentaries,Music&MusicalsAugAugTV-MAWednesday"
5111,Once In A Lifetime Sessions with TLC,"MovieElencoDesconhecidoMattAskemPaisDesconhecidoDocumentaries,Music&Musicals72minDocumentaries,Music&MusicalsAugAugTV-PGWednesday"
5112,Oru Vishsheshapetta Biryani Kissa,"MovieNedumudiVenu,V.K.Sriraman,Lena,SunilSukhada,Mammukoya,JojuGeorge,BhagathBabyManuel,SasiKalingaKiranNarayananPaisDesconhecidoComedies,Dramas,InternationalMovies122minComedies,Dramas,InternationalMoviesAugAugTV-14Wednesday"
5113,P Se PM Tak,"MovieMeenakshiDixit,IndrajeetSoni,BharatJadhav,YashpalSharma,AnjanSrivastav,DeepakShirke,AkhilendraMishra,MushtaqKhan,AanandKaleKundanShahIndiaComedies,IndependentMovies,InternationalMovies117minComedies,IndependentMovies,InternationalMoviesAugAugTV-14Wednesday"
5114,R.L. Stine's Mostly Ghostly,"MovieMadisonPettis,SterlingBeaumon,LukeBenward,BrianStepanek,DavidDeLuise,KimRhodes,AdamHicks,AliLohan,SabrinaBryan,RachelWinfree,DiegoAcuñaRichardCorrellUnitedStatesChildren&FamilyMovies,Comedies98minChildren&FamilyMovies,ComediesAugAugPGWednesday"
5115,Rangreza,"MovieUrwaHocane,BilalAshraf,GoharRasheed,SaleemMairaj,GhanaAli,ShahidNaqviAmirMohiuddinPakistanDramas,InternationalMovies,Music&Musicals126minDramas,InternationalMovies,Music&MusicalsAugAugTV-14Wednesday"
5116,Sudani from Nigeria,"MovieSoubinShahir,SamuelAbiolaRobinson,SavithriSredharan,AneeshMenonZakariyaIndiaComedies,Dramas,InternationalMovies115minComedies,Dramas,InternationalMoviesAugAugTV-PGWednesday"
5117,Switched,"TV ShowDaikiShigeoka,TomohiroKamiyama,KayaKiyohara,MiuTomita,ReikaKirishima,ShinjiRokkaku,MiuSuzuki,RikoHisada,MegumiSeki,ShokoNakajimaDiretorDesconhecidoJapanInternationalTVShows,TVDramas,TVMysteries1SeasonInternationalTVShows,TVDramas,TVMysteriesAugAugTV-MAWednesday"
5118,The Could’ve-Gone-All-the-Way Committee,"TV ShowJiroSato,MaiShiraishi,TakayukiYamada,ShotaroMamiya,TamotsuKanshuji,YukaOgura,KentaHamano,YukaKuramochi,YukiMorinaga,RenaTakeda,MunenoriNagano,ShioriEnatsu,ToruTezuka,YosukeSugino,MaikaYamamoto,AkiyoshiNakao,AoiMorikawa,MasatoYano,MariYamachi,Megumi,MayukoFukuda,YutaKosekiDiretorDesconhecidoJapanInternationalTVShows,RomanticTVShows,TVDramas1SeasonInternationalTVShows,RomanticTVShows,TVDramasAugAugTV-14Wednesday"
5119,The Diabolical,"MovieAliLarter,ArjunGupta,MaxRose,MerrinDungey,ChloePerrin,KurtCarley,PatrickFischler,WilmerCalderon,TomWrightAlistairLegrandUnitedStatesHorrorMovies,Sci-Fi&Fantasy,Thrillers86minHorrorMovies,Sci-Fi&Fantasy,ThrillersAugAugTV-MAWednesday"
5120,The Informant!,"MovieMattDamon,ScottBakula,JoelMcHale,MelanieLynskey,ThomasF.Wilson,PattonOswalt,TonyHale,EddieJemison,PaulF.Tompkins,TomPapaStevenSoderberghUnitedStatesComedies,Dramas108minComedies,DramasAugAugRWednesday"
5121,The Parole Officer,"MovieSteveCoogan,EmmaGilmour,SusanJaneTanner,IainMitchell,JamesSmith,OmPuri,StevenWaddington,BenMiller,LenaHeadey,JennyAgutterJohnDuiganUnitedKingdomAction&Adventure,Comedies94minAction&Adventure,ComediesAugAugRWednesday"
5122,Tikli and Laxmi Bomb,"MovieVibhawariDeshpande,ChitrangadaChakraborty,SuchitraPillai,UpendraLimaye,DivyaUnny,KritikaPande,MayurMore,KamilShaikhAdityaKripalaniIndiaDramas,InternationalMovies151minDramas,InternationalMoviesAugAugTV-MAWednesday"
5123,A Sort of Homecoming,"MovieLauraMarano,ParkerMack,KatherineMcNamara,MarcusLyleBrown,ShayneTopp,MichelleClunie,KathleenWilhoiteMariaBurtonUnitedStatesDramas,IndependentMovies89minDramas,IndependentMoviesAugAugTV-PGTuesday"
5124,All Hallows' Eve,"MovieLexiGiovagnoli,AshleyArgota,JohnDeLuca,DianeSalinger,MartinKlebba,TraceyGold,DeeWallace,PilotPaisley-Rose,DanielCooksley,VincentGiovagnoli,DillonCavittCharlieVaughnUnitedStatesChildren&FamilyMovies,IndependentMovies92minChildren&FamilyMovies,IndependentMoviesAugAugTV-GTuesday"
5125,Anarkali of Aarah,"MovieSwaraBhaskar,SanjayMishra,VijayKumar,PankajTripathi,MayurMore,IshtiyakKhanAvinashDasIndiaDramas,IndependentMovies,InternationalMovies111minDramas,IndependentMovies,InternationalMoviesAugAugTV-MATuesday"
5126,Annabelle Hooper and the Ghosts of Nantucket,"MovieBaileeMadison,RobertCapron,RachelResheff,MavrickMoreno,WhitneyGoin,GaryWeeks,JulianaHarkavy,KevinB.McGlynn,JamisonStern,MiaMatthews,BiancaMatthewsPaulSerafiniUnitedStatesChildren&FamilyMovies92minChildren&FamilyMoviesAugAugTV-PGTuesday"
5127,Aussie Gold Hunters,"TV ShowElencoDesconhecidoDiretorDesconhecidoAustraliaDocuseries,InternationalTVShows,RealityTV1SeasonDocuseries,InternationalTVShows,RealityTVAugAugTV-MATuesday"
5128,Below Her Mouth,"MovieErikaLinder,NatalieKrill,SebastianPigott,MaykoNguyen,Tommie-AmberPirie,MelanieLeishman,AndreaStefancikova,DanielaBarbosaAprilMullenCanadaDramas,IndependentMovies,InternationalMovies91minDramas,IndependentMovies,InternationalMoviesAugAugTV-MATuesday"
5129,Bountiful Blessings,"TV ShowJessicaHsuan,TayPingHui,ThomasOng,JeffreyXu,YaHui,AnnKok,ZhuHouren,YaoWenlongDiretorDesconhecidoPaisDesconhecidoInternationalTVShows,TVDramas,TVSci-Fi&Fantasy1SeasonInternationalTVShows,TVDramas,TVSci-Fi&FantasyAugAugTV-14Tuesday"
5130,Close Your Eyes Before It’s Dark,"TV ShowBryanShu-HaoChang,JianMan-shu,YenTsao,SunKe-fang,AllenChen,JakeHsu,ChuSheng-ping,BlueLanDiretorDesconhecidoTaiwanCrimeTVShows,InternationalTVShows,TVDramas1SeasonCrimeTVShows,InternationalTVShows,TVDramasAugAugTV-14Tuesday"
5131,Cloud Atlas,"MovieTomHanks,HalleBerry,JimBroadbent,HugoWeaving,JimSturgess,DoonaBae,BenWhishaw,KeithDavid,JamesD'Arcy,ZhouXunLillyWachowski,LanaWachowski,TomTykwerGermany,UnitedStates,HongKong,SingaporeAction&Adventure,CultMovies,Dramas172minAction&Adventure,CultMovies,DramasAugAugRTuesday"
5132,Cop Watchers,"MovieElencoDesconhecidoBenSteelePaisDesconhecidoDocumentaries,InternationalMovies45minDocumentaries,InternationalMoviesAugAugTV-MATuesday"
5133,Entangled,"TV ShowThomasOng,JackTan,MargaretWang,KatePang,HuangQiMing,AileenTan,RaysonTan,ZhangShuiFaDiretorDesconhecidoSouthKoreaInternationalTVShows,TVDramas1SeasonInternationalTVShows,TVDramasAugAugTV-MATuesday"
5134,Everyday Miracles,"TV ShowMarkMiodownikDiretorDesconhecidoUnitedKingdomBritishTVShows,Docuseries,InternationalTVShows1SeasonBritishTVShows,Docuseries,InternationalTVShowsAugAugTV-PGTuesday"
5135,Fartsa,"TV ShowAlexanderPetrov,FillipGorenshtein,MaksimEmelyanov,AlekseyVesyolkin,ZoyaBerber,IevaAndrejevaiteDiretorDesconhecidoRussiaCrimeTVShows,InternationalTVShows,TVDramas1SeasonCrimeTVShows,InternationalTVShows,TVDramasAugAugTV-MATuesday"
5136,Genius of the Ancient World,"TV ShowBettanyHughesDiretorDesconhecidoUnitedKingdomBritishTVShows,Docuseries,InternationalTVShows1SeasonBritishTVShows,Docuseries,InternationalTVShowsAugAugTV-PGTuesday"
5137,Genius of the Modern World,"TV ShowBettanyHughesDiretorDesconhecidoUnitedKingdomBritishTVShows,Docuseries,InternationalTVShows1SeasonBritishTVShows,Docuseries,InternationalTVShowsAugAugTV-14Tuesday"
5138,Handsome Devil,"MovieFionnO'Shea,NicholasGalitzine,AndrewScott,MichaelMcElhatton,MoeDunford,RuairíO'Connor,JayDuffy,MarkLavery,JamieHallahan,ArdalO'Hanlon,AmyHubermanJohnButlerIrelandComedies,Dramas,InternationalMovies95minComedies,Dramas,InternationalMoviesAugAugTV-MATuesday"
5139,"Have You Ever Fallen in Love, Miss Jiang?","TV ShowLanCheng-lung,EstherYeh,HeYu-chen,GregHanDiretorDesconhecidoPaisDesconhecidoCrimeTVShows,InternationalTVShows,TVDramas1SeasonCrimeTVShows,InternationalTVShows,TVDramasAugAugTV-MATuesday"
5140,Hogie the Globehopper,TV ShowMaeElliessaDiretorDesconhecidoUnitedStatesKids'TV1SeasonKids'TVAugAugTV-YTuesday
5141,Jessica Darling's It List,"MovieChloeEast,EmmaRayneLyle,JaneWiddop,JaneSibbett,EricLutes,BlairFowler,AshleyLiao,EvaBella,KimrieLewis-Davis,AbrahamBenrubiAliScherUnitedStatesChildren&FamilyMovies,Comedies80minChildren&FamilyMovies,ComediesAugAugTV-GTuesday"
5142,Life Plan A and B,"TV ShowRainieYang,YanYu-lin,JohnnyLu,ChangFu-chien,ChenChi-hsiaDiretorDesconhecidoTaiwanInternationalTVShows,RomanticTVShows,TVDramas1SeasonInternationalTVShows,RomanticTVShows,TVDramasAugAugTV-PGTuesday"
5143,Locust,"TV ShowPyotrFyodorov,PaulinaAndreeva,DmitryShevchenko,AlekseyGorbunov,EvgeniyaDmitrieva,MaksimPinskerDiretorDesconhecidoRussiaCrimeTVShows,InternationalTVShows,RomanticTVShows1SeasonCrimeTVShows,InternationalTVShows,RomanticTVShowsAugAugTV-MATuesday"
